estimated_value,final_contract_value,number_of_bidders,is_specialized_for_tender,historical_win_rate,previous_tenders,previous_wins,vendor_a_bid,vendor_b_bid,vendor_c_bid,bid_similarity_percent,a_won_comparable_tenders,b_c_repeatedly_participated,comparable_tenders,average_comparable_price,current_price_vs_comparable_percent,network_relationship_strength,shared_tenders,regional_price_variation,market_price_increase,price_dev_unexplained,price_dev_explained_by_market,winrate_unexplained,bid_similarity_unexplained,department_Public Works Department,department_Rural Development Department,department_Urban Development Department,department_Water Resources Department,category_Consulting,category_Equipment Supply,category_Healthcare,category_IT Services,category_Infrastructure,category_Road construction,location_Belagavi,location_Bengaluru,location_Davangere,location_Hubballi,location_Mangaluru,location_Mysuru,location_Shivamogga,location_Tumakuru,location_Udupi,vendor_specialization_Consulting,vendor_specialization_Equipment Supply,vendor_specialization_Healthcare,vendor_specialization_IT Services,vendor_specialization_Infrastructure,investigation_priority
19855440.98,19989906.39,5,0,40.0,10,4,19989906.39,21194658.68,21596707.0,97.33,4,0,17,18875749.58,5.9,0.94,16,5.79,5.39,5.9,1.59005,40.0,97.33,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,89.18
51197373.17,45757089.09,10,0,73.68,19,14,45757089.09,45837116.07,47245981.64,96.29,11,0,23,53478012.17,-14.44,1.0,20,2.06,8.08,-14.44,-5.83376,73.68,96.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100.0
142034594.37,130788703.35,9,0,41.18,17,7,130788703.35,133701234.57,134927667.09,96.27,5,0,6,146605275.4,-10.79,0.3,3,11.97,5.61,-10.79,-3.026595,41.18,96.27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40.37
75798307.07,75747337.0,4,1,73.68,57,42,75747337.0,77130410.48,78922955.87,97.63,13,0,21,81274300.62,-6.8,0.304,4,6.97,5.98,-0.0,-2.0332000000000003,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32.11
67609101.53,64268506.76,4,0,58.51,94,55,64268506.76,64321723.36,67019109.55,97.44,5,0,22,70865102.24,-9.31,0.587,11,8.05,13.02,-9.31,-6.060810000000001,58.51,97.44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,57.56
9274910.81,9297774.7,3,0,24.18,91,22,9297774.7,9385054.83,9484897.37,99.32,15,0,11,8846496.23,5.1,0.583,9,7.97,4.67,5.1,1.1908499999999997,24.18,99.32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68.0
364256039.96,367544355.92,7,0,55.36,56,31,367544355.92,367842209.74,376829681.2,97.5,4,1,15,392384337.01,-6.33,0.963,18,9.05,7.36,-6.33,-2.32944,55.36,97.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,83.39
157907391.19,152900395.66,9,0,50.0,8,4,152900395.66,155222227.46,156042176.4,97.18,3,0,11,154671246.66,-1.14,0.714,14,5.09,11.26,-1.14,-0.6418199999999998,50.0,97.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,66.66
48223585.75,48464971.81,10,0,90.32,62,56,48464971.81,49678362.42,49919602.86,96.1,9,0,21,48931644.57,-0.95,0.514,9,1.44,14.81,-0.95,-0.703475,90.32,96.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,66.34
48750006.3,44890598.37,6,0,50.0,8,4,44890598.37,45912527.58,46059312.34,97.78,3,0,28,50829509.26,-11.68,0.499,9,6.84,11.79,-11.68,-6.885359999999999,50.0,97.78,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,53.26
50467281.6,46963983.43,5,1,57.14,21,12,46963983.43,47597293.17,48022277.58,97.61,4,0,5,50616619.87,-7.22,1.0,20,10.22,4.73,-0.0,-1.70753,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50.18
12069575.29,12415852.0,10,0,85.19,81,69,12415852.0,12504050.1,12556760.12,97.22,6,0,17,12193525.1,1.82,1.0,20,7.63,9.87,1.82,0.8981699999999999,85.19,97.22,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95.96
51929534.9,50038305.41,9,1,78.65,89,70,50038305.41,50483524.7,51484847.31,95.84,4,0,27,52642297.18,-4.95,0.785,15,3.59,8.15,-0.0,-2.017125,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48.17
33648933.43,30455698.41,6,0,27.78,18,5,30455698.41,31307290.1,31363036.67,95.0,5,0,17,32951257.35,-7.57,0.978,17,9.15,6.66,-7.57,-2.5208100000000004,27.78,95.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,76.58
19906967.91,18386005.26,6,0,82.19,73,60,18386005.26,18641954.72,18835608.92,97.94,3,0,22,20399187.01,-9.87,0.229,3,6.48,5.84,-9.87,-2.8820399999999995,82.19,97.94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58.99
35128311.75,34953761.5,7,1,34.92,63,22,34953761.5,37003482.57,37281134.57,97.92,13,0,12,34828385.16,0.36,0.004,0,8.83,5.32,0.0,0.09576,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,16.93
250128954.54,245015827.46,8,0,88.46,26,23,245015827.46,246633664.19,248207513.06,97.12,14,0,14,252968416.56,-3.14,0.825,15,5.31,10.74,-3.14,-1.6861800000000002,88.46,97.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,85.67
70635654.47,67223103.63,8,0,61.11,54,33,67223103.63,69991697.5,72256143.32,97.04,12,0,27,70730335.84,-4.96,0.516,10,10.42,10.38,-4.96,-2.57424,61.11,97.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,57.2
48914750.25,53735391.73,3,0,42.17,83,35,53735391.73,55219882.95,55529632.42,98.67,8,0,16,52193483.82,2.95,0.38,5,3.41,8.78,2.95,1.2950499999999998,42.17,98.67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,52.84
23978502.59,23513473.52,7,1,65.66,99,65,23513473.52,24014493.34,24360261.05,97.2,0,0,23,25517668.92,-7.85,0.74,13,6.3,5.24,-0.0,-2.0567,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44.96
120319628.08,119852424.09,10,0,82.54,63,52,119852424.09,120060710.69,122156987.33,97.3,9,0,23,116875393.48,2.55,0.351,7,6.56,14.43,2.55,1.839825,82.54,97.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,56.79
155646354.19,142247317.87,6,1,26.47,68,18,142247317.87,145208212.14,147223303.23,98.34,13,0,7,155432687.13,-8.48,1.0,19,3.99,14.42,-0.0,-6.11408,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.71
235166226.43,233149838.18,3,0,48.57,70,34,233149838.18,234074605.35,238229205.74,99.13,9,1,12,212811509.41,9.56,0.609,11,9.64,10.9,9.56,5.2102,48.57,99.13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,67.32
88592698.92,89681044.93,6,0,68.75,16,11,89681044.93,93393327.83,94278630.07,96.32,7,0,16,90001816.57,-0.36,0.831,15,8.66,6.42,-0.36,-0.11556,68.75,96.32,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82.62
48905518.09,46105782.26,5,0,82.35,17,14,46105782.26,48665146.07,49452424.05,97.36,12,0,5,49230649.69,-6.35,0.475,8,1.3,6.83,-6.35,-2.1685250000000003,82.35,97.36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,76.41
56811302.79,56470108.41,9,0,36.67,60,22,56470108.41,57167212.5,58341768.46,95.73,14,0,29,59263111.46,-4.71,0.411,6,3.28,5.79,-4.71,-1.3635449999999998,36.67,95.73,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,52.44
13478364.54,13879826.17,9,0,62.75,51,32,13879826.17,14232926.61,14289647.46,97.88,1,1,15,12784506.25,8.57,0.568,10,8.53,14.81,8.57,6.346085,62.75,97.88,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,62.53
10074843.58,9503345.21,4,0,41.38,29,12,9503345.21,9674476.48,9677790.65,88.44,5,0,18,10733415.69,-11.46,0.659,12,5.57,2.12,-11.46,-1.2147600000000003,41.38,88.44,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,67.2
69229596.36,68424749.82,10,0,33.33,24,8,68424749.82,69184412.88,69631739.83,96.93,8,1,24,70359469.21,-2.75,0.508,9,6.79,5.88,-2.75,-0.8085,33.33,96.93,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57.27
120613836.13,106902877.92,6,0,30.0,30,9,106902877.92,108429932.17,108494367.07,96.64,2,0,14,118861056.34,-10.06,1.0,18,4.27,6.84,-10.06,-3.44052,30.0,96.64,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,84.92
156441475.69,163542309.34,5,0,66.67,9,6,163542309.34,163944106.39,165205794.88,95.51,0,0,15,160402447.52,1.96,0.867,16,8.49,4.57,1.96,0.44786000000000004,66.67,95.51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,89.73
17345675.62,17618433.02,9,0,50.0,94,47,17618433.02,17715210.5,17735363.22,97.23,0,0,14,15937288.02,10.55,0.686,13,11.14,7.71,10.55,4.067025,50.0,97.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,76.01
67987010.6,69939315.76,4,0,79.17,24,19,69939315.76,74446040.63,77795125.63,95.91,2,0,17,68690269.99,1.82,0.207,3,4.04,14.11,1.82,1.28401,79.17,95.91,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48.78
154109816.69,140727097.44,3,1,66.67,24,16,140727097.44,140782488.7,148789341.24,97.51,11,1,20,141785599.69,-0.75,0.586,9,5.12,9.64,-0.0,-0.36150000000000004,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36.52
114048863.46,110025740.04,6,0,38.16,76,29,110025740.04,114051590.97,114095327.41,98.12,0,0,17,119637234.36,-8.03,0.807,14,4.42,2.1,-8.03,-0.8431500000000001,38.16,98.12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,82.74
82338111.06,80891685.16,7,0,56.25,16,9,80891685.16,81288330.29,81736306.12,96.91,7,1,6,74527083.59,8.54,0.457,7,6.42,12.36,8.54,5.2777199999999995,56.25,96.91,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60.05
62906460.21,56508440.88,7,0,72.88,59,43,56508440.88,57923516.6,58145550.78,97.25,6,0,11,57209395.03,-1.23,0.444,6,9.73,11.42,-1.23,-0.7023299999999999,72.88,97.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54.39
139914478.05,123013676.75,7,0,35.0,60,21,123013676.75,125455272.56,127117988.92,97.67,6,0,8,149013851.15,-17.45,0.191,2,5.25,1.37,-17.45,-1.195325,35.0,97.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44.12
94780210.28,92691737.54,3,0,37.74,53,20,92691737.54,98627445.83,98788143.07,97.24,9,0,11,91443948.5,1.36,0.381,6,6.09,13.7,1.36,0.9316,37.74,97.24,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42.74
15721131.76,14814293.88,10,0,77.0,100,77,14814293.88,15152888.89,15301053.17,97.81,7,1,19,14313791.56,3.5,0.269,5,1.88,0.05,3.5,0.00875,77.0,97.81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78.17
91588539.17,86723145.32,7,1,34.92,63,22,86723145.32,87384279.73,87879026.86,97.38,1,0,21,98430674.05,-11.89,0.256,4,7.18,1.91,-0.0,-1.1354950000000001,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25.9
133714014.5,132575269.43,10,1,44.19,43,19,132575269.43,135583470.13,138237438.56,95.46,10,0,6,139617207.01,-5.04,0.257,3,10.01,2.44,-0.0,-0.61488,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24.14
31329715.21,28155165.38,8,0,67.57,37,25,28155165.38,28452060.15,28793727.74,97.16,2,1,24,30411684.2,-7.42,0.925,17,6.98,6.61,-7.42,-2.45231,67.57,97.16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,89.73
42983786.09,40111139.58,6,1,44.44,9,4,40111139.58,40938827.29,41356205.21,97.33,1,0,7,38956959.71,2.96,0.185,2,10.67,5.12,0.0,0.75776,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23.26
33867548.28,32370599.04,9,0,65.28,72,47,32370599.04,32828401.53,32942725.82,98.44,3,0,23,36523308.24,-11.37,0.4,6,7.26,9.1,-11.37,-5.173349999999999,65.28,98.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,56.44
35118264.14,31364083.45,6,0,45.68,81,37,31364083.45,32107927.66,32267679.06,96.96,12,0,19,32938601.33,-4.78,0.755,15,3.25,2.49,-4.78,-0.5951100000000001,45.68,96.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,84.64
35540143.27,33057972.24,9,0,68.18,22,15,33057972.24,33633446.43,34335782.39,97.1,14,0,19,35154482.1,-5.96,0.2,1,8.29,13.98,-5.96,-4.166040000000001,68.18,97.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39.26
73437356.81,71496213.74,8,0,40.0,5,2,71496213.74,72129695.17,73852645.4,96.62,2,0,29,66158325.99,8.07,0.857,17,7.87,7.68,8.07,3.0988800000000003,40.0,96.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,82.71
89863716.71,86335811.24,4,0,32.58,89,29,86335811.24,87101426.7,89022745.53,98.61,5,0,27,83490453.85,3.41,0.468,7,7.62,6.02,3.41,1.02641,32.58,98.61,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,57.86
116811951.37,109548274.88,5,0,51.06,47,24,109548274.88,111046873.42,115932223.86,95.69,5,0,13,108037237.59,1.4,0.679,12,8.4,13.94,1.4,0.9757999999999999,51.06,95.69,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,57.22
57877149.87,62746154.69,5,0,61.62,99,61,62746154.69,63137959.7,63689661.63,98.26,3,0,24,60026298.95,4.53,1.0,19,6.15,10.59,4.53,2.398635,61.62,98.26,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,90.24
37927452.63,38032225.6,4,0,81.61,87,71,38032225.6,39268191.82,41137772.79,95.95,11,0,14,40266124.71,-5.55,0.633,11,3.59,11.45,-5.55,-3.177375,81.61,95.95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,72.96
34772493.95,31470232.52,9,1,23.66,93,22,31470232.52,31708864.29,31832675.34,97.64,9,0,11,31405514.97,0.21,0.396,6,10.69,9.22,0.0,0.09681000000000001,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24.34
63561640.35,60084851.23,9,0,76.47,68,52,60084851.23,60436682.67,61151436.01,97.13,13,0,15,65502297.06,-8.27,1.0,19,10.06,8.93,-8.27,-3.692555,76.47,97.13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,88.5
13061887.99,13400248.55,10,0,75.0,8,6,13400248.55,13544100.27,13632675.81,96.77,2,0,8,12695871.91,5.55,0.398,6,2.56,9.52,5.55,2.6418,75.0,96.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,68.94
114790291.23,116912482.27,8,0,33.82,68,23,116912482.27,117575145.61,118795104.2,95.35,4,0,27,108114505.08,8.14,0.96,17,3.43,7.32,8.14,2.9792400000000003,33.82,95.35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,91.55
77809516.94,72058597.37,9,0,59.18,49,29,72058597.37,72858344.27,73698406.89,96.87,10,0,5,81501031.57,-11.59,0.396,5,6.67,2.76,-11.59,-1.5994199999999998,59.18,96.87,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,60.62
30566596.44,29227159.57,8,0,30.3,33,10,29227159.57,29351052.67,29386469.94,96.57,7,1,14,31558979.68,-7.39,0.112,2,11.51,11.05,-7.39,-4.082974999999999,30.3,96.57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29.5
155335356.73,151271593.19,4,0,49.23,65,32,151271593.19,153687226.08,154605034.92,95.82,2,0,12,150194546.2,0.72,0.981,18,7.09,3.34,0.72,0.12023999999999999,49.23,95.82,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,91.76
107012036.43,101319001.35,10,0,70.0,40,28,101319001.35,102389252.29,103392480.57,97.02,2,1,21,103568869.16,-2.17,0.623,12,6.05,2.97,-2.17,-0.32224500000000006,70.0,97.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,82.61
74955420.28,66319761.92,5,1,74.36,39,29,66319761.92,68208035.8,68690483.21,91.48,13,0,7,75274463.99,-11.9,0.205,2,7.05,11.32,-0.0,-6.735400000000001,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.73
80968884.75,72870455.59,8,0,79.17,48,38,72870455.59,75438362.59,75610412.18,96.57,1,0,18,74132238.14,-1.7,0.771,13,5.16,3.2,-1.7,-0.272,79.17,96.57,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,93.42
30842430.05,29525287.07,4,0,40.0,5,2,29525287.07,30190796.25,30862636.33,97.53,2,0,18,32493880.38,-9.14,0.519,10,4.68,4.02,-9.14,-1.83714,40.0,97.53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,63.62
49489375.51,48264947.38,4,0,64.44,45,29,48264947.38,49564528.69,51751988.66,97.18,10,0,24,45063347.69,7.1,0.375,5,10.92,11.64,7.1,4.1322,64.44,97.18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,54.48
140920328.99,133756106.69,4,0,40.0,5,2,133756106.69,138054188.47,145159836.86,96.32,0,0,23,151475273.54,-11.7,0.015,0,6.6,7.65,-11.7,-4.47525,40.0,96.32,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29.09
33290599.68,32294781.36,10,0,55.17,29,16,32294781.36,32621299.75,33455431.4,97.19,8,1,12,31802206.94,1.55,0.102,1,8.36,6.65,1.55,0.515375,55.17,97.19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41.02
28362652.5,26646001.3,7,0,26.32,38,10,26646001.3,27195187.58,27292859.4,98.31,9,0,29,25606539.89,4.06,0.763,14,1.23,1.37,4.06,0.27810999999999997,26.32,98.31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,92.09
21273005.15,18688358.83,4,1,83.33,24,20,18688358.83,18858020.09,20661267.15,94.96,4,0,8,20630449.26,-9.41,0.528,8,8.96,8.35,-0.0,-3.9286749999999997,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,36.61
28895318.38,28843220.71,4,0,46.34,82,38,28843220.71,30073131.52,31184578.64,95.01,13,0,9,30430102.75,-5.21,0.262,5,4.4,11.34,-5.21,-2.9540699999999998,46.34,95.01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41.6
3952161.2,4003758.71,7,0,56.63,83,47,4003758.71,4007370.36,4010489.35,96.15,11,0,12,4138683.48,-3.26,0.668,11,2.48,10.46,-3.26,-1.70498,56.63,96.15,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,67.64
35661130.02,37748821.06,5,0,52.0,50,26,37748821.06,37869142.29,37912238.58,96.3,3,0,30,38158344.71,-1.07,0.206,4,11.68,12.33,-1.07,-0.6596550000000001,52.0,96.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36.43
78818471.33,73502068.77,8,0,66.67,33,22,73502068.77,74002077.37,74593890.47,95.83,13,0,24,82259494.53,-10.65,0.176,1,6.65,3.87,-10.65,-2.060775,66.67,95.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49.22
15495194.86,14123311.3,10,0,37.5,96,36,14123311.3,14127643.23,14135538.32,95.56,10,0,28,16511323.38,-14.46,0.016,0,8.22,9.92,-14.46,-7.172160000000001,37.5,95.56,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26.47
53561552.99,51677562.96,3,0,28.57,7,2,51677562.96,52805637.71,53998080.54,98.52,0,0,11,52012955.29,-0.64,1.0,18,10.45,11.67,-0.64,-0.37344,28.57,98.52,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.82
12518434.61,12321952.26,9,0,71.43,14,10,12321952.26,12773477.98,12908170.15,98.75,1,0,16,13192295.73,-6.6,0.839,14,8.78,9.49,-6.6,-3.1317,71.43,98.75,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,78.17
96357492.82,87556548.32,8,0,56.25,16,9,87556548.32,90103886.81,92964340.56,97.26,1,0,17,94386278.62,-7.24,0.015,0,11.57,10.73,-7.24,-3.88426,56.25,97.26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.91
105515050.99,100747784.78,4,0,73.91,23,17,100747784.78,101232856.31,104522579.28,98.07,0,0,29,98476502.93,2.31,0.385,7,5.52,2.44,2.31,0.28182,73.91,98.07,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,74.7
67317485.28,69178837.0,6,1,34.92,63,22,69178837.0,72276598.64,72573039.4,97.66,8,0,23,71878420.51,-3.76,0.992,18,7.3,1.14,-0.0,-0.21431999999999998,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,50.85
22206543.98,20447694.24,5,1,56.25,16,9,20447694.24,20929154.01,21547414.93,97.43,6,0,5,20081704.34,1.82,0.411,8,1.6,3.85,0.0,0.35035,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38.37
40680479.68,39850095.23,5,0,28.09,89,25,39850095.23,40027024.95,40603544.82,96.46,5,0,8,42062442.32,-5.26,0.145,0,8.06,10.63,-5.26,-2.7956900000000005,28.09,96.46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30.2
84821043.09,81298195.01,10,0,59.26,27,16,81298195.01,81358563.91,81472386.2,96.73,14,0,19,81820104.86,-0.64,0.769,13,10.55,14.03,-0.64,-0.44896,59.26,96.73,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,60.14
123572834.98,123188766.02,7,0,40.28,72,29,123188766.02,126805985.34,127389605.72,97.68,2,0,11,118472087.86,3.98,0.859,16,1.95,7.0,3.98,1.393,40.28,97.68,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,85.95
44012797.53,42147812.02,6,0,56.63,83,47,42147812.02,42465900.79,42610455.12,97.63,14,0,18,47285321.11,-10.86,0.919,16,10.62,10.01,-10.86,-5.435429999999999,56.63,97.63,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,73.58
65063800.15,59848728.99,8,0,38.1,21,8,59848728.99,60004810.67,60811915.22,97.9,7,0,7,66482086.31,-9.98,1.0,20,3.57,7.82,-9.98,-3.9021800000000004,38.1,97.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87.03
31222909.05,30417198.73,7,0,67.44,43,29,30417198.73,31494353.42,31878003.77,97.18,11,0,14,28538126.92,6.58,0.6,11,2.47,14.92,6.58,4.90868,67.44,97.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,69.09
40231727.9,42253027.58,3,0,73.08,26,19,42253027.58,43075683.92,44916822.9,97.69,10,0,13,40559083.87,4.18,0.888,17,1.57,10.8,4.18,2.2572,73.08,97.69,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,93.63
16480434.04,15010373.86,6,0,57.3,89,51,15010373.86,15722018.52,16167175.12,96.96,8,1,28,17776409.22,-15.56,0.977,18,7.86,3.73,-15.56,-2.90194,57.3,96.96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,93.03
81439695.91,74061400.71,8,0,41.51,53,22,74061400.71,74969969.87,76307880.36,96.47,1,0,24,74194104.16,-0.18,0.945,18,5.39,12.2,-0.18,-0.1098,41.51,96.47,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,72.08
78631347.26,72508917.95,10,0,82.98,47,39,72508917.95,73450826.3,73775951.37,96.93,11,0,6,73339491.3,-1.13,0.298,3,9.27,5.12,-1.13,-0.28928,82.98,96.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,59.36
122044836.26,123389555.05,5,0,66.67,72,48,123389555.05,123518806.42,123910812.32,97.42,5,0,28,119306648.74,3.42,0.776,14,6.23,4.3,3.42,0.7353,66.67,97.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,90.88
397705123.39,399612166.68,6,0,27.5,80,22,399612166.68,409793004.43,415916167.98,96.78,4,0,10,363458106.88,9.95,0.59,10,5.65,11.15,9.95,5.547124999999999,27.5,96.78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,65.34
